"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prueba2-Ldonovani.gff","Prueba2-Linfantum.gff","Prueba2-LmajorFriedlin.gff","Prueba2-Tbruceigambiense.gff","Prueba2-TcruziCLBrenerEsmeraldo-like.gff","Prueba2-TcruziCLBrenerNon-Esmeraldo-like.gff","Prueba2-Tevansis.gff"
"group_10478","","","1","1","1","1","6219","1","6306","","359","359","359","","","","","","","TevSTIB805.5.320"
"group_10479","","","1","1","1","1","6227","1","6278","","320","320","320","","","","","","","TevSTIB805.5.430"
"group_1048","","","1","1","1","1","1288","1","6322","","452","452","452","","","","","","","TevSTIB805.7.7570"
"group_10480","","","1","1","1","1","6230","1","6297","","386","386","386","","","","","","","TevSTIB805.5.620"
"group_10481","","","1","1","1","1","6235","1","6293","","377","377","377","","","","","","","TevSTIB805.5.750"
"group_10482","","","1","1","1","1","6236","1","6292","","386","386","386","","","","","","","TevSTIB805.5.760"
"group_10483","","","1","1","1","1","6239","1","6279","","2222","2222","2222","","","","","","","TevSTIB805.5.870"
"group_10484","","","1","1","1","1","6240","1","6280","","2180","2180","2180","","","","","","","TevSTIB805.5.880"
"group_10485","","","1","1","1","1","6298","1","4649","","812","812","812","","","","","","","TevSTIB805.5.1180"
"group_10486","","","1","1","1","1","6292","1","4650","","332","332","332","","","","","","","TevSTIB805.5.1300"
"group_10487","","","1","1","1","1","6252","1","4656","","347","347","347","","","","","","","TevSTIB805.5.1430"
"group_10488","","","1","1","1","1","6251","1","4655","","980","980","980","","","","","","","TevSTIB805.5.1630"
"group_10489","","","1","1","1","1","6254","1","4657","","3503","3503","3503","","","","","","","TevSTIB805.5.2140"
"group_10490","","","1","1","1","1","6253","1","3292","","1898","1898","1898","","","","","","","TevSTIB805.5.2150"
"group_10491","","","1","1","1","1","6257","1","3295","","317","317","317","","","","","","","TevSTIB805.5.2210"
"group_10492","","","1","1","1","1","6260","1","3302","","557","557","557","","","","","","","TevSTIB805.5.2260"
"group_10493","","","1","1","1","1","6258","1","3304","","557","557","557","","","","","","","TevSTIB805.5.2290"
"group_10494","","","1","1","1","1","6259","1","3303","","368","368","368","","","","","","","TevSTIB805.5.2280"
"group_10495","","","1","1","1","1","4223","1","3065","","407","407","407","","","","","","","TevSTIB805.5.4350"
"group_10496","","","1","1","1","17","11","18","37","","3635","3635","3635","","","","","","","TevSTIB805.6.170"
"group_10497","","","1","1","1","17","12","18","38","","1391","1391","1391","","","","","","","TevSTIB805.6.210"
"group_10498","","","1","1","1","17","13","18","39","","224","224","224","","","","","","","TevSTIB805.6.220"
"group_10499","","","1","1","1","17","14","18","40","","317","317","317","","","","","","","TevSTIB805.6.400"
"group_105","","","1","1","1","5","269","5","183","","1763","1763","1763","","","LmjF.31.1800","","","",""
"group_10500","","","1","1","1","17","15","18","41","","380","380","380","","","","","","","TevSTIB805.6.410"
"group_10501","","","1","1","1","17","17","18","43","","2576","2576","2576","","","","","","","TevSTIB805.6.430"
"group_10502","","","1","1","1","17","20","18","46","","1121","1121","1121","","","","","","","TevSTIB805.6.490"
"group_10503","","","1","1","1","17","3","18","29","","374","374","374","","","","","","","TevSTIB805.6.810"
"group_10504","","","1","1","1","17","4","18","30","","512","512","512","","","","","","","TevSTIB805.6.870"
"group_10505","","","1","1","1","17","5","18","31","","329","329","329","","","","","","","TevSTIB805.6.880"
"group_10506","","","1","1","1","17","29","18","55","","989","989","989","","","","","","","TevSTIB805.6.920"
"group_10507","","","1","1","1","17","30","18","56","","2336","2336","2336","","","","","","","TevSTIB805.6.930"
"group_10508","","","1","1","1","17","31","18","57","","314","314","314","","","","","","","TevSTIB805.6.1420"
"group_10509","","","1","1","1","17","45","18","67","","338","338","338","","","","","","","TevSTIB805.6.2210"
"group_10510","","","1","1","1","17","55","18","10","","1043","1043","1043","","","","","","","TevSTIB805.6.3610"
"group_10511","","","1","1","1","17","61","18","11","","308","308","308","","","","","","","TevSTIB805.6.3620"
"group_10512","","","1","1","1","17","62","18","12","","1100","1100","1100","","","","","","","TevSTIB805.6.3670"
"group_10513","","","1","1","1","17","63","18","13","","3590","3590","3590","","","","","","","TevSTIB805.6.3680"
"group_10514","","","1","1","1","1","441","1","625","","314","314","314","","","","","","","TevSTIB805.7.930"
"group_10515","","","1","1","1","1","430","1","631","","842","842","842","","","","","","","TevSTIB805.7.1750"
"group_10516","","","1","1","1","1","427","1","633","","755","755","755","","","","","","","TevSTIB805.7.2180"
"group_10517","","","1","1","1","1","428","1","634","","1247","1247","1247","","","","","","","TevSTIB805.7.2190"
"group_10519","","","1","1","1","1","423","1","645","","347","347","347","","","","","","","TevSTIB805.7.2660"
"group_10520","","","1","1","1","1","994","1","649","","1613","1613","1613","","","","","","","TevSTIB805.7.2740"
"group_10521","","","1","1","1","1","995","1","650","","1217","1217","1217","","","","","","","TevSTIB805.7.2750"
"group_10522","","","1","1","1","1","1004","1","658","","386","386","386","","","","","","","TevSTIB805.7.3330"
"group_10523","","","1","1","1","1","1007","1","662","","341","341","341","","","","","","","TevSTIB805.7.3710"
"group_10524","","","1","1","1","1","1179","1","6629","","359","359","359","","","","","","","TevSTIB805.7.3820"
"group_10525","","","1","1","1","1","1183","1","6587","","380","380","380","","","","","","","TevSTIB805.7.4190"
"group_10526","","","1","1","1","1","420","1","6588","","323","323","323","","","","","","","TevSTIB805.7.4300"
"group_10527","","","1","1","1","1","1242","1","679","","2270","2270","2270","","","","","","","TevSTIB805.7.4750"
"group_10528","","","1","1","1","1","1253","1","6566","","2195","2195","2195","","","","","","","TevSTIB805.7.5710"
"group_10529","","","1","1","1","1","415","1","6567","","581","581","581","","","","","","","TevSTIB805.7.5720"
"group_10530","","","1","1","1","1","416","1","6564","","338","338","338","","","","","","","TevSTIB805.7.5830"
"group_10531","","","1","1","1","1","414","1","6560","","3080","3080","3080","","","","","","","TevSTIB805.7.6130"
"group_10532","","","1","1","1","1","413","1","6559","","3272","3272","3272","","","","","","","TevSTIB805.7.6140"
"group_10533","","","1","1","1","1","412","1","6558","","1826","1826","1826","","","","","","","TevSTIB805.7.6240"
"group_10535","","","1","1","1","1","1308","1","6327","","566","566","566","","","","","","","TevSTIB805.7.7270"
"group_10536","","","1","1","1","1","1309","1","6326","","425","425","425","","","","","","","TevSTIB805.7.7530"
"group_10537","","","1","1","1","1","1287","1","6324","","398","398","398","","","","","","","TevSTIB805.7.7550"
"group_10538","","","1","1","1","1","1299","1","6318","","2432","2432","2432","","","","","","","TevSTIB805.7.7860"
"group_10539","","","1","1","1","1","1295","1","6275","","302","302","302","","","","","","","TevSTIB805.7.8120"
"group_10540","","","1","1","1","1","1294","1","6274","","578","578","578","","","","","","","TevSTIB805.7.8190"
"group_10541","","","1","1","1","1","1293","1","6273","","308","308","308","","","","","","","TevSTIB805.7.8200"
"group_10542","","","1","1","1","1","1292","1","6272","","452","452","452","","","","","","","TevSTIB805.7.8250"
"group_10543","","","1","1","1","1","1291","1","6271","","311","311","311","","","","","","","TevSTIB805.7.8260"
"group_10544","","","1","1","1","1","833","1","474","","1379","1379","1379","","","","","","","TevSTIB805.8.870"
"group_10545","","","1","1","1","1","550","1","466","","569","569","569","","","","","","","TevSTIB805.8.2140"
"group_10546","","","1","1","1","1","549","1","465","","995","995","995","","","","","","","TevSTIB805.8.2150"
"group_10547","","","1","1","1","1","819","1","454","","1286","1286","1286","","","","","","","TevSTIB805.8.2640"
"group_10548","","","1","1","1","1","818","1","453","","1760","1760","1760","","","","","","","TevSTIB805.8.2850"
"group_10549","","","1","1","1","1","816","1","191","","2906","2906","2906","","","","","","","TevSTIB805.8.3640"
"group_10550","","","1","1","1","1","815","1","192","","1115","1115","1115","","","","","","","TevSTIB805.8.3650"
"group_10551","","","1","1","1","1","555","1","448","","422","422","422","","","","","","","TevSTIB805.8.4320"
"group_10552","","","1","1","1","1","795","1","435","","311","311","311","","","","","","","TevSTIB805.8.5630"
"group_10553","","","1","1","1","1","785","1","423","","674","674","674","","","","","","","TevSTIB805.8.6150"
"group_10554","","","1","1","1","1","757","1","396","","1010","1010","1010","","","","","","","TevSTIB805.8.6630"
"group_10555","","","1","1","1","1","758","1","395","","2363","2363","2363","","","","","","","TevSTIB805.8.6640"
"group_10556","","","1","1","1","1","759","1","397","","2000","2000","2000","","","","","","","TevSTIB805.8.6970"
"group_10557","","","1","1","1","1","774","1","412","","1322","1322","1322","","","","","","","TevSTIB805.8.7450"
"group_10558","","","1","1","1","1","773","1","411","","1370","1370","1370","","","","","","","TevSTIB805.8.7460"
"group_10559","","","1","1","1","1","768","1","404","","335","335","335","","","","","","","TevSTIB805.8.8170"
"group_10560","","","1","1","1","1","4733","1","5279","","1391","1391","1391","","","","","","","TevSTIB805.9.1500"
"group_10561","","","1","1","1","1","4727","1","5285","","173","173","173","","","","","","","TevSTIB805.9.2310"
"group_10562","","","1","1","1","1","4728","1","5286","","152","152","152","","","","","","","TevSTIB805.9.2320"
"group_10563","","","1","1","1","1","4729","1","5287","","404","404","404","","","","","","","TevSTIB805.9.2420"
"group_10564","","","1","1","1","1","4730","1","5288","","1151","1151","1151","","","","","","","TevSTIB805.9.2430"
"group_10565","","","1","1","1","1","4661","1","5269","","110","110","110","","","","","","","TevSTIB805.9.3350"
"group_10566","","","1","1","1","1","4660","1","3658","","215","215","215","","","","","","","TevSTIB805.9.3360"
"group_10567","","","1","1","1","1","4659","1","3659","","197","197","197","","","","","","","TevSTIB805.9.3370"
"group_10568","","","1","1","1","1","4658","1","3660","","128","128","128","","","","","","","TevSTIB805.9.3460"
"group_10569","","","1","1","1","1","4657","1","3661","","1052","1052","1052","","","","","","","TevSTIB805.9.3470"
"group_10570","","","1","1","1","1","4448","1","3657","","347","347","347","","","","","","","TevSTIB805.9.4440"
"group_10571","","","1","1","1","1","4645","1","3656","","1526","1526","1526","","","","","","","TevSTIB805.9.4490"
"group_10572","","","1","1","1","1","4636","1","3655","","1388","1388","1388","","","","","","","TevSTIB805.9.5400"
"group_10573","","","1","1","1","1","4452","1","3686","","371","371","371","","","","","","","TevSTIB805.9.5450"
"group_10574","","","1","1","1","1","4629","1","3654","","128","128","128","","","","","","","TevSTIB805.9.5580"
"group_10575","","","1","1","1","1","4453","1","3692","","344","344","344","","","","","","","TevSTIB805.9.5750"
"group_10576","","","1","1","1","1","3912","1","3694","","1928","1928","1928","","","","","","","TevSTIB805.9.5850"
"group_10577","","","1","1","1","1","3911","1","3693","","764","764","764","","","","","","","TevSTIB805.9.5860"
"group_10578","","","1","1","1","1","4880","1","5486","","254","254","254","","","","","","","TevSTIB805.9.5960"
"group_10579","","","1","1","1","1","4881","1","5487","","236","236","236","","","","","","","TevSTIB805.9.6810"
"group_10580","","","1","1","1","1","4883","1","5485","","392","392","392","","","","","","","TevSTIB805.9.7080"
"group_10581","","","1","1","1","1","4888","1","5479","","2267","2267","2267","","","","","","","TevSTIB805.9.7630"
"group_10582","","","1","1","1","1","4889","1","5478","","392","392","392","","","","","","","TevSTIB805.9.7640"
"group_10583","","","1","1","1","1","2823","1","5427","","368","368","368","","","","","","","TevSTIB805.9.8840"
"group_10584","","","1","1","1","1","2824","1","5426","","1574","1574","1574","","","","","","","TevSTIB805.9.8970"
"group_10585","","","1","1","1","1","2809","1","5429","","182","182","182","","","","","","","TevSTIB805.9.9770"
"group_10586","","","1","1","1","1","6038","1","5430","","176","176","176","","","","","","","TevSTIB805.9.10040"
"group_10588","","","1","1","1","1","6036","1","5117","","932","932","932","","","","","","","TevSTIB805.9.10520"
"group_10589","","","1","1","1","1","6037","1","5118","","302","302","302","","","","","","","TevSTIB805.9.10810"
"group_10590","","","1","1","1","1","6072","1","5113","","3125","3125","3125","","","","","","","TevSTIB805.9.10900"
"group_10591","","","1","1","1","1","6069","1","5110","","311","311","311","","","","","","","TevSTIB805.9.11200"
"group_10592","","","1","1","1","1","6067","1","5106","","194","194","194","","","","","","","TevSTIB805.9.11330"
"group_10593","","","1","1","1","1","6066","1","5105","","140","140","140","","","","","","","TevSTIB805.9.12270"
"group_10594","","","1","1","1","1","6494","1","3998","","719","719","719","","","","","","","TevSTIB805.10.860"
"group_10595","","","1","1","1","1","6495","1","3987","","1223","1223","1223","","","","","","","TevSTIB805.10.870"
"group_10596","","","1","1","1","1","6496","1","3988","","350","350","350","","","","","","","TevSTIB805.10.950"
"group_10597","","","1","1","1","1","6497","1","3989","","557","557","557","","","","","","","TevSTIB805.10.1110"
"group_10598","","","1","1","1","1","6498","1","3990","","473","473","473","","","","","","","TevSTIB805.10.1120"
"group_10599","","","1","1","1","1","6516","1","4011","","377","377","377","","","","","","","TevSTIB805.10.1920"
"group_10600","","","1","1","1","1","6487","1","4017","","1139","1139","1139","","","","","","","TevSTIB805.10.2560"
"group_10601","","","1","1","1","1","6488","1","4018","","344","344","344","","","","","","","TevSTIB805.10.2570"
"group_10602","","","1","1","1","1","6489","1","4019","","365","365","365","","","","","","","TevSTIB805.10.2640"
"group_10603","","","1","1","1","1","6532","1","3981","","1136","1136","1136","","","","","","","TevSTIB805.10.3150"
"group_10604","","","1","1","1","1","6543","1","4036","","446","446","446","","","","","","","TevSTIB805.10.3470"
"group_10605","","","1","1","1","1","6546","1","4040","","323","323","323","","","","","","","TevSTIB805.10.3660"
"group_10606","","","1","1","1","1","6547","1","4041","","476","476","476","","","","","","","TevSTIB805.10.3670"
"group_10607","","","1","1","1","1","6550","1","4044","","341","341","341","","","","","","","TevSTIB805.10.3690"
"group_10608","","","1","1","1","1","6330","1","3823","","494","494","494","","","","","","","TevSTIB805.10.4060"
"group_10609","","","1","1","1","1","6566","1","3820","","392","392","392","","","","","","","TevSTIB805.10.4310"
"group_10610","","","1","1","1","1","6567","1","3819","","338","338","338","","","","","","","TevSTIB805.10.4650"
"group_10611","","","1","1","1","1","6568","1","2639","","377","377","377","","","","","","","TevSTIB805.10.5450"
"group_10612","","","1","1","1","1","6574","1","2645","","404","404","404","","","","","","","TevSTIB805.10.5560"
"group_10613","","","1","1","1","1","6580","1","2651","","332","332","332","","","","","","","TevSTIB805.10.6100"
"group_10614","","","1","1","1","1","38","1","2668","","317","317","317","","","","","","","TevSTIB805.10.7040"
"group_10615","","","1","1","1","1","31","1","1630","","725","725","725","","","","","","","TevSTIB805.10.9200"
"group_10616","","","1","1","1","1","4","1","1631","","416","416","416","","","","","","","TevSTIB805.10.9210"
"group_10617","","","1","1","1","1","5","1","1629","","461","461","461","","","","","","","TevSTIB805.10.9750"
"group_10618","","","1","1","1","1","20","1","1628","","1811","1811","1811","","","","","","","TevSTIB805.10.9910"
"group_10619","","","1","1","1","1","18","1","1627","","539","539","539","","","","","","","TevSTIB805.10.10120"
"group_10620","","","1","1","1","1","6","1","1626","","1004","1004","1004","","","","","","","TevSTIB805.10.10130"
"group_10621","","","1","1","1","1","13","1","2698","","443","443","443","","","","","","","TevSTIB805.10.10630"
"group_10622","","","1","1","1","1","12","1","2699","","341","341","341","","","","","","","TevSTIB805.10.10850"
"group_10623","","","1","1","1","1","3021","1","2737","","443","443","443","","","","","","","TevSTIB805.10.11860"
"group_10625","","","1","1","1","1","3007","1","2728","","668","668","668","","","","","","","TevSTIB805.10.12650"
"group_10626","","","1","1","1","1","3005","1","2721","","2762","2762","2762","","","","","","","TevSTIB805.10.13110"
"group_10627","","","1","1","1","1","3004","1","2720","","950","950","950","","","","","","","TevSTIB805.10.13380"
"group_10628","","","1","1","1","1","5552","1","1930","","920","920","920","","","","","","","TevSTIB805.10.13450"
"group_10629","","","1","1","1","1","5553","1","1931","","914","914","914","","","","","","","TevSTIB805.10.13460"
"group_10630","","","1","1","1","1","5561","1","1926","","2036","2036","2036","","","","","","","TevSTIB805.10.13670"
"group_10631","","","1","1","1","1","5550","1","1936","","356","356","356","","","","","","","TevSTIB805.10.13750"
"group_10632","","","1","1","1","1","5551","1","1937","","1034","1034","1034","","","","","","","TevSTIB805.10.13760"
"group_10633","","","1","1","1","1","5566","1","1940","","326","326","326","","","","","","","TevSTIB805.10.14230"
"group_10634","","","1","1","1","1","5573","1","1976","","326","326","326","","","","","","","TevSTIB805.10.14780"
"group_10635","","","1","1","1","1","5545","1","2293","","479","479","479","","","","","","","TevSTIB805.10.15010"
"group_10636","","","1","1","1","1","5437","1","2079","","353","353","353","","","","","","","TevSTIB805.10.15710"
"group_10637","","","1","1","1","1","5435","1","2108","","479","479","479","","","","","","","TevSTIB805.10.15820"
"group_10638","","","1","1","1","1","5426","1","2085","","1352","1352","1352","","","","","","","TevSTIB805.10.16110"
"group_10639","","","1","1","1","1","5425","1","2103","","437","437","437","","","","","","","TevSTIB805.10.16120"
"group_10640","","","1","1","1","1","5423","1","2086","","419","419","419","","","","","","","TevSTIB805.10.16160"
"group_10641","","","1","1","1","1","5408","1","2091","","404","404","404","","","","","","","TevSTIB805.10.16850"
"group_10642","","","1","1","1","1","5407","1","2090","","335","335","335","","","","","","","TevSTIB805.10.16860"
"group_10643","","","1","1","1","1","3699","1","1393","","524","524","524","","","","","","","TevSTIB805.11_01.350"
"group_10644","","","1","1","1","1","3700","1","1394","","611","611","611","","","","","","","TevSTIB805.11_01.360"
"group_10645","","","1","1","1","1","3703","1","1392","","1226","1226","1226","","","","","","","TevSTIB805.11_01.760"
"group_10646","","","1","1","1","1","3705","1","1399","","533","533","533","","","","","","","TevSTIB805.11_01.890"
"group_10647","","","1","1","1","1","3704","1","1398","","3668","3668","3668","","","","","","","TevSTIB805.11_01.900"
"group_10648","","","1","1","1","1","3709","1","1403","","332","332","332","","","","","","","TevSTIB805.11_01.1520"
"group_10649","","","1","1","1","1","3710","1","1404","","1235","1235","1235","","","","","","","TevSTIB805.11_01.1530"
"group_10650","","","1","1","1","1","3719","1","1534","","341","341","341","","","","","","","TevSTIB805.11_01.2270"
"group_10651","","","1","1","1","1","3695","1","1385","","929","929","929","","","","","","","TevSTIB805.11_01.2530"
"group_10652","","","1","1","1","1","3694","1","5671","","1697","1697","1697","","","","","","","TevSTIB805.11_01.2540"
"group_10653","","","1","1","1","1","3691","1","5674","","1286","1286","1286","","","","","","","TevSTIB805.11_01.2790"
"group_10654","","","1","1","1","1","3360","1","5675","","1187","1187","1187","","","","","","","TevSTIB805.11_01.2800"
"group_10655","","","1","1","1","1","3361","1","5676","","317","317","317","","","","","","","TevSTIB805.11_01.2900"
"group_10656","","","1","1","1","1","3687","1","5678","","584","584","584","","","","","","","TevSTIB805.11_01.2920"
"group_10657","","","1","1","1","1","3683","1","5682","","548","548","548","","","","","","","TevSTIB805.11_01.3290"
"group_10658","","","1","1","1","1","3681","1","5685","","452","452","452","","","","","","","TevSTIB805.11_01.3310"
"group_10660","","","1","1","1","1","3666","1","5700","","3434","3434","3434","","","","","","","TevSTIB805.11_01.4140"
"group_10661","","","1","1","1","1","3665","1","5701","","491","491","491","","","","","","","TevSTIB805.11_01.4150"
"group_10662","","","1","1","1","1","3640","1","5992","","1415","1415","1415","","","","","","","TevSTIB805.11_01.6060"
"group_10663","","","1","1","1","1","3644","1","5993","","1028","1028","1028","","","","","","","TevSTIB805.11_01.6070"
"group_10664","","","1","1","1","1","1678","1","6018","","335","335","335","","","","","","","TevSTIB805.11_01.7640"
"group_10665","","","1","1","1","1","1378","1","6170","","1232","1232","1232","","","","","","","TevSTIB805.11_01.7840"
"group_10666","","","1","1","1","1","1316","1","6265","","554","554","554","","","","","","","TevSTIB805.11_01.8570"
"group_10667","","","1","1","1","1","1318","1","6259","","413","413","413","","","","","","","TevSTIB805.11_01.8680"
"group_10668","","","1","1","1","1","1317","1","6258","","2678","2678","2678","","","","","","","TevSTIB805.11_01.8690"
"group_10669","","","1","1","1","1","213","1","6257","","398","398","398","","","","","","","TevSTIB805.11_01.8740"
"group_10670","","","1","1","1","1","214","1","6256","","785","785","785","","","","","","","TevSTIB805.11_01.8750"
"group_10671","","","1","1","1","1","212","1","6251","","1049","1049","1049","","","","","","","TevSTIB805.11_01.9050"
"group_10672","","","1","1","1","1","211","1","6250","","362","362","362","","","","","","","TevSTIB805.11_01.9430"
"group_10673","","","1","1","1","1","1342","1","6231","","407","407","407","","","","","","","TevSTIB805.11_01.10290"
"group_10674","","","1","1","1","1","1343","1","6230","","923","923","923","","","","","","","TevSTIB805.11_01.10300"
"group_10675","","","1","1","1","1","1353","1","6220","","1004","1004","1004","","","","","","","TevSTIB805.11_01.11390"
"group_10676","","","1","1","1","1","1358","1","6212","","359","359","359","","","","","","","TevSTIB805.11_01.11760"
"group_10677","","","1","1","1","1","2252","1","4242","","332","332","332","","","","","","","TevSTIB805.11_01.12340"
"group_10678","","","1","1","1","1","2336","1","4167","","938","938","938","","","","","","","TevSTIB805.11_01.13550"
"group_10679","","","1","1","1","1","2344","1","4264","","1028","1028","1028","","","","","","","TevSTIB805.11_01.13660"
"group_10680","","","1","1","1","1","2350","1","4271","","890","890","890","","","","","","","TevSTIB805.11_01.14170"
"group_10681","","","1","1","1","1","2362","1","4165","","926","926","926","","","","","","","TevSTIB805.11_01.16080"
"group_10682","","","1","1","1","1","2363","1","4164","","1619","1619","1619","","","","","","","TevSTIB805.11_01.16090"
"group_10683","","","1","1","1","1","101","1","4290","","296","296","296","","","","","","","TevSTIB805.11_01.16970"
"group_10684","","","1","1","1","1","102","1","4291","","974","974","974","","","","","","","TevSTIB805.11_01.16980"
"group_10685","","","1","1","1","1","2379","1","4298","","1529","1529","1529","","","","","","","TevSTIB805.11_01.17130"
"group_10686","","","1","1","1","1","2387","1","4307","","341","341","341","","","","","","","TevSTIB805.11_01.17610"
"group_10687","","","1","1","1","28","1","29","1","Investigate","584","584","584","","","","","","","TevSTIB805.11_02.570"
"group_10688","","","1","1","1","2","69","2","23","","338","338","338","","","LmjF.34.4320","","","",""
"group_10689","","","1","1","1","2","67","2","21","","338","338","338","","","LmjF.34.4350","","","",""
"group_10690","","","1","1","1","2","65","2","19","","338","338","338","","","LmjF.34.4380","","","",""
"group_10691","","","1","1","1","2","49","2","17","","338","338","338","","","LmjF.34.4410","","","",""
"group_10692","","","1","1","1","2","51","2","15","","338","338","338","","","LmjF.34.4440","","","",""
"group_10693","","","1","1","1","2","53","2","9","","338","338","338","","","LmjF.34.4470","","","",""
"group_10694","","","1","1","1","2","55","2","11","","338","338","338","","","LmjF.34.4500","","","",""
"group_10695","","","1","1","1","1","2","1","2615","","1703","1703","1703","","LINF_360072900","","","","",""
"group_10696","","","1","1","1","1","1","1","2614","","1703","1703","1703","","LINF_360073000","","","","",""
"group_10697","","","1","1","1","1","6663","1","2618","","1703","1703","1703","","LINF_360073100","","","","",""
"group_10698","","","1","1","1","1","6664","1","2619","","1703","1703","1703","","LINF_360073200","","","","",""
"group_10699","","","1","1","1","1","6665","1","2620","","1703","1703","1703","","LINF_360073300","","","","",""
"group_107","","","1","1","1","2","282","2","248","","431","431","431","","","","","TcCLB.416761.10","",""
"group_1070","","","1","1","1","1","4415","1","5236","","602","602","602","","","LmjF.01.0420","","","",""
"group_10700","","","1","1","1","1","6666","1","2621","","1703","1703","1703","","LINF_360073400","","","","",""
"group_10701","","","1","1","1","1","6667","1","2622","","1703","1703","1703","","LINF_360073500","","","","",""
"group_10702","","","1","1","1","2","362","2","315","","1994","1994","1994","","","LmjF.34.1570","","","",""
"group_10703","","","1","1","1","2","360","2","313","","1994","1994","1994","","","LmjF.34.1590","","","",""
"group_10704","","","1","1","1","2","358","2","311","","1994","1994","1994","","","LmjF.34.1610","","","",""
"group_10705","","","1","1","1","2","356","2","309","","1994","1994","1994","","","LmjF.34.1630","","","",""
"group_10706","","","1","1","1","2","354","2","307","","1994","1994","1994","","","LmjF.34.1650","","","",""
"group_10707","","","1","1","1","2","352","2","305","","1994","1994","1994","","","LmjF.34.1670","","","",""
"group_10708","","","1","1","1","2","350","2","303","","1994","1994","1994","","","LmjF.34.1690","","","",""
"group_10709","","","1","1","1","2","348","2","178","","1994","1994","1994","","","LmjF.34.1710","","","",""
"group_10710","","","1","1","1","2","346","2","180","","1994","1994","1994","","","LmjF.34.1730","","","",""
"group_10711","","","1","1","1","2","344","2","182","","1994","1994","1994","","","LmjF.34.1750","","","",""
"group_10712","","","1","1","1","2","529","2","184","","1994","1994","1994","","","LmjF.34.1770","","","",""
"group_10713","","","1","1","1","2","531","2","186","","1994","1994","1994","","","LmjF.34.1790","","","",""
"group_10714","","","1","1","1","2","533","2","188","","1994","1994","1994","","","LmjF.34.1810","","","",""
"group_10715","","","1","1","1","2","535","2","190","","1994","1994","1994","","","LmjF.34.1830","","","",""
"group_10716","","","1","1","1","2","537","2","192","","1994","1994","1994","","","LmjF.34.1850","","","",""
"group_10717","","","1","1","1","2","539","2","194","","1994","1994","1994","","","LmjF.34.1870","","","",""
"group_10718","","","1","1","1","2","541","2","196","","1994","1994","1994","","","LmjF.34.1890","","","",""
"group_10719","","","1","1","1","2","543","2","198","","1994","1994","1994","","","LmjF.34.1910","","","",""
"group_10720","","","1","1","1","2","545","2","200","","1994","1994","1994","","","LmjF.34.1930","","","",""
"group_10721","","","1","1","1","2","547","2","202","","1994","1994","1994","","","LmjF.34.1950","","","",""
"group_10722","","","1","1","1","2","549","2","204","","1994","1994","1994","","","LmjF.34.1970","","","",""
"group_10724","","","1","1","1","6","9","6","49","","1787","1787","1787","","LINF_290024300","","","","",""
"group_10725","","","1","1","1","6","8","6","48","","1787","1787","1787","","LINF_290024400","","","","",""
"group_10726","","","1","1","1","6","4","6","218","","1787","1787","1787","","","LmjF.29.1760","","","",""
"group_10729","","","1","1","1","2","340","2","164","","581","581","581","","LINF_340023300","","","","",""
"group_10730","","","1","1","1","2","339","2","165","","581","581","581","","LINF_340023400","","","","",""
"group_10731","","","1","1","1","2","338","2","166","","581","581","581","","LINF_340023500","","","","",""
"group_10732","","","1","1","1","2","337","2","167","","581","581","581","","LINF_340023600","","","","",""
"group_10733","","","1","1","1","2","332","2","168","","581","581","581","","LINF_340023700","","","","",""
"group_10734","","","1","1","1","2","333","2","169","","581","581","581","","LINF_340023800","","","","",""
"group_10735","","","1","1","1","2","334","2","170","","581","581","581","","LINF_340023900","","","","",""
"group_10736","","","1","1","1","4","34","4","121","","90","90","90","","","LmjF.25.snoRNA0139","","","",""
"group_10737","","","1","1","1","4","33","4","120","","90","90","90","","","LmjF.25.snoRNA0140","","","",""
"group_10738","","","1","1","1","4","32","4","119","","90","90","90","","","LmjF.25.snoRNA0141","","","",""
"group_10739","","","1","1","1","4","31","4","118","","90","90","90","","","LmjF.25.snoRNA0142","","","",""
"group_10740","","","1","1","1","4","24","4","18","","90","90","90","","","LmjF.25.snoRNA0143","","","",""
"group_10741","","","1","1","1","4","25","4","19","","90","90","90","","","LmjF.25.snoRNA0144","","","",""
"group_10742","","","1","1","1","4","26","4","20","","90","90","90","","","LmjF.25.snoRNA0145","","","",""
"group_10743","","","1","1","1","4","27","4","21","","90","90","90","","","LmjF.25.snoRNA0146","","","",""
"group_10744","","","1","1","1","4","28","4","22","","90","90","90","","","LmjF.25.snoRNA0147","","","",""
"group_10745","","","1","1","1","4","29","4","23","","90","90","90","","","LmjF.25.snoRNA0148","","","",""
"group_10746","","","1","1","1","4","30","4","24","","90","90","90","","","LmjF.25.snoRNA0149","","","",""
"group_10747","","","1","1","1","1","5601","1","2310","","84","84","84","","","LmjF.18.snoRNA0121","","","",""
"group_10748","","","1","1","1","1","5600","1","2309","","84","84","84","","","LmjF.18.snoRNA0122","","","",""
"group_10749","","","1","1","1","1","5599","1","2308","","84","84","84","","","LmjF.18.snoRNA0123","","","",""
"group_10750","","","1","1","1","1","5598","1","2312","","84","84","84","","","LmjF.18.snoRNA0124","","","",""
